Genome	GBK	Type	Cluster_number	Contig_edge	Length	CDS_number	GBK_Path
BGC0001568	BGC0001568.1.region001.gbk	T2PKS,oligosaccharide	2	True	51710	50	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001568/BGC0001568.1.region001.gbk
BGC0001576	BGC0001576.1.region001.gbk	lanthipeptide-class-ii	1	True	15315	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001576/BGC0001576.1.region001.gbk
BGC0001575	BGC0001575.1.region001.gbk	NRPS	1	True	29972	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001575/BGC0001575.1.region001.gbk
BGC0001573	BGC0001573.1.region001.gbk	NRPS	1	True	27143	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001573/BGC0001573.1.region001.gbk
BGC0001574	BGC0001574.1.region001.gbk	NRPS	1	True	24094	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001574/BGC0001574.1.region001.gbk
BGC0001579	BGC0001579.1.region001.gbk	lanthipeptide-class-ii	1	True	8838	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001579/BGC0001579.1.region001.gbk
BGC0001578	BGC0001578.1.region001.gbk	T1PKS	1	True	31150	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001578/BGC0001578.1.region001.gbk
BGC0001583	BGC0001583.1.region001.gbk	T1PKS	1	True	21067	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001583/BGC0001583.1.region001.gbk
BGC0001580	BGC0001580.1.region001.gbk	T1PKS,terpene	2	True	71489	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001580/BGC0001580.1.region001.gbk
BGC0001582	BGC0001582.1.region001.gbk	NRPS,other,lanthipeptide-class-iv	3	True	74009	19	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001582/BGC0001582.1.region001.gbk
BGC0001585	BGC0001585.1.region001.gbk	NRPS	1	True	33092	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001585/BGC0001585.1.region001.gbk
BGC0001584	BGC0001584.1.region001.gbk	other,NRPS,T1PKS	3	True	73117	56	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001584/BGC0001584.1.region001.gbk
BGC0001592	BGC0001592.1.region001.gbk	melanin	1	False	10378	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001592/BGC0001592.1.region001.gbk
BGC0001593	BGC0001593.1.region001.gbk	NRPS,siderophore	2	False	51722	41	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001593/BGC0001593.1.region001.gbk
BGC0001590	BGC0001590.1.region001.gbk	T2PKS	1	True	43083	43	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001590/BGC0001590.1.region001.gbk
BGC0001591	BGC0001591.1.region001.gbk	acyl_amino_acids	1	True	30244	30	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001591/BGC0001591.1.region001.gbk
BGC0001594	BGC0001594.1.region001.gbk	other	1	True	32881	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001594/BGC0001594.1.region001.gbk
BGC0001596	BGC0001596.1.region001.gbk	T2PKS	1	True	44880	41	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001596/BGC0001596.1.region001.gbk
BGC0001597	BGC0001597.1.region001.gbk	T1PKS	1	True	69007	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001597/BGC0001597.1.region001.gbk
BGC0001595	BGC0001595.1.region001.gbk	other	1	True	28227	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001595/BGC0001595.1.region001.gbk
BGC0001598	BGC0001598.1.region001.gbk	T1PKS	1	False	54424	37	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001598/BGC0001598.1.region001.gbk
BGC0001602	BGC0001602.1.region001.gbk	RiPP-like	1	True	6935	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001602/BGC0001602.1.region001.gbk
BGC0001601	BGC0001601.1.region001.gbk	RiPP-like	1	True	1143	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001601/BGC0001601.1.region001.gbk
BGC0001599	BGC0001599.1.region001.gbk	NRPS-like	1	True	9373	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001599/BGC0001599.1.region001.gbk
BGC0001603	BGC0001603.1.region001.gbk	amglyccycl	1	False	21194	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001603/BGC0001603.1.region001.gbk
BGC0001600	BGC0001600.1.region001.gbk	T1PKS,NRPS-like	2	True	23599	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001600/BGC0001600.1.region001.gbk
BGC0001606	BGC0001606.1.region001.gbk	T1PKS	1	True	22544	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001606/BGC0001606.1.region001.gbk
BGC0001604	BGC0001604.1.region001.gbk	terpene	1	True	21269	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001604/BGC0001604.1.region001.gbk
BGC0001608	BGC0001608.1.region001.gbk	NRPS	1	True	46817	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001608/BGC0001608.1.region001.gbk
BGC0001609	BGC0001609.1.region001.gbk	NRPS	1	True	29515	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001609/BGC0001609.1.region001.gbk
BGC0001611	BGC0001611.1.region001.gbk	transAT-PKS,NRPS	2	True	72893	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001611/BGC0001611.1.region001.gbk
BGC0001612	BGC0001612.1.region001.gbk	other	1	True	41276	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001612/BGC0001612.1.region001.gbk
BGC0001614	BGC0001614.1.region001.gbk	NRPS	1	True	47882	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001614/BGC0001614.1.region001.gbk
BGC0001618	BGC0001618.1.region001.gbk	lanthipeptide-class-i	1	True	8595	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001618/BGC0001618.1.region001.gbk
BGC0001619	BGC0001619.1.region001.gbk	T1PKS,oligosaccharide	2	False	139165	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001619/BGC0001619.1.region001.gbk
BGC0001615	BGC0001615.1.region001.gbk	NRPS	1	True	10987	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001615/BGC0001615.1.region001.gbk
BGC0001617	BGC0001617.1.region001.gbk	terpene	1	False	21413	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001617/BGC0001617.1.region001.gbk
BGC0001624	BGC0001624.1.region001.gbk	indole	1	False	21383	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001624/BGC0001624.1.region001.gbk
BGC0001622	BGC0001622.1.region001.gbk	T2PKS	1	True	23603	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001622/BGC0001622.1.region001.gbk
BGC0001621	BGC0001621.1.region001.gbk	NRPS	1	True	27169	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001621/BGC0001621.1.region001.gbk
BGC0001623	BGC0001623.1.region001.gbk	NRPS,ladderane	2	True	37581	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001623/BGC0001623.1.region001.gbk
BGC0001620	BGC0001620.1.region001.gbk	T1PKS,NRPS,indole	3	True	57756	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001620/BGC0001620.1.region001.gbk
BGC0001625	BGC0001625.1.region001.gbk	T2PKS	1	True	22706	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001625/BGC0001625.1.region001.gbk
BGC0001627	BGC0001627.1.region001.gbk	NRPS	1	True	10806	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001627/BGC0001627.1.region001.gbk
BGC0001626	BGC0001626.1.region001.gbk	NRPS-like,T1PKS	2	True	35426	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001626/BGC0001626.1.region001.gbk
BGC0001628	BGC0001628.1.region001.gbk	NRPS	1	True	35856	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001628/BGC0001628.1.region001.gbk
BGC0001630	BGC0001630.1.region001.gbk	NRPS,T1PKS,NRPS-like	3	True	36804	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001630/BGC0001630.1.region001.gbk
BGC0001634	BGC0001634.1.region001.gbk	lassopeptide	1	True	5474	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001634/BGC0001634.1.region001.gbk
BGC0001633	BGC0001633.1.region001.gbk	guanidinotides	1	True	6215	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001633/BGC0001633.1.region001.gbk
BGC0001631	BGC0001631.1.region001.gbk	T1PKS,NRPS,NRPS-like	3	True	26273	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001631/BGC0001631.1.region001.gbk
BGC0001635	BGC0001635.1.region001.gbk	NRPS,T3PKS	2	True	49434	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001635/BGC0001635.1.region001.gbk
BGC0001632	BGC0001632.1.region001.gbk	cyanobactin	1	True	5180	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001632/BGC0001632.1.region001.gbk
BGC0001640	BGC0001640.1.region001.gbk	LAP,thiopeptide	2	True	12133	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001640/BGC0001640.1.region001.gbk
BGC0001637	BGC0001637.1.region001.gbk	NRPS	1	True	18579	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001637/BGC0001637.1.region001.gbk
BGC0001639	BGC0001639.1.region001.gbk	RRE-containing	1	True	5012	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001639/BGC0001639.1.region001.gbk
BGC0001636	BGC0001636.1.region001.gbk	NRPS	1	True	66678	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001636/BGC0001636.1.region001.gbk
BGC0001646	BGC0001646.1.region001.gbk	transAT-PKS,NRPS,terpene	3	True	99474	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001646/BGC0001646.1.region001.gbk
BGC0001642	BGC0001642.1.region001.gbk	terpene	1	True	1720	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001642/BGC0001642.1.region001.gbk
BGC0001645	BGC0001645.1.region001.gbk	lassopeptide	1	True	5609	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001645/BGC0001645.1.region001.gbk
BGC0001641	BGC0001641.1.region001.gbk	NRPS	1	True	49537	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001641/BGC0001641.1.region001.gbk
BGC0001644	BGC0001644.1.region001.gbk	transAT-PKS	1	True	128482	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001644/BGC0001644.1.region001.gbk
BGC0001649	BGC0001649.1.region001.gbk	T1PKS	1	True	55095	31	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001649/BGC0001649.1.region001.gbk
BGC0001647	BGC0001647.1.region001.gbk	NRPS-like,T1PKS	2	True	18309	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001647/BGC0001647.1.region001.gbk
BGC0001650	BGC0001650.1.region001.gbk	NRPS	1	True	26129	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001650/BGC0001650.1.region001.gbk
BGC0001648	BGC0001648.1.region001.gbk	T1PKS	1	True	76167	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001648/BGC0001648.1.region001.gbk
BGC0001653	BGC0001653.1.region001.gbk	T1PKS	1	True	66233	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001653/BGC0001653.1.region001.gbk
BGC0001655	BGC0001655.1.region001.gbk	lassopeptide	1	True	5572	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001655/BGC0001655.1.region001.gbk
BGC0001652	BGC0001652.1.region001.gbk	NRPS,NRPS-like	2	True	25568	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001652/BGC0001652.1.region001.gbk
BGC0001656	BGC0001656.1.region001.gbk	transAT-PKS,NRPS-like	2	True	82420	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001656/BGC0001656.1.region001.gbk
BGC0001657	BGC0001657.1.region001.gbk	NRPS	1	True	71777	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001657/BGC0001657.1.region001.gbk
BGC0001660	BGC0001660.1.region001.gbk	lanthipeptide-class-ii	1	True	7887	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001660/BGC0001660.1.region001.gbk
BGC0001661	BGC0001661.1.region001.gbk	T2PKS	1	True	23240	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001661/BGC0001661.1.region001.gbk
BGC0001658	BGC0001658.1.region001.gbk	T1PKS	1	True	53529	26	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001658/BGC0001658.1.region001.gbk
BGC0001665	BGC0001665.1.region001.gbk	T1PKS,T3PKS	2	True	19519	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001665/BGC0001665.1.region001.gbk
BGC0001663	BGC0001663.1.region001.gbk	T1PKS,T3PKS	2	True	22989	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001663/BGC0001663.1.region001.gbk
BGC0001662	BGC0001662.1.region001.gbk	T1PKS	1	True	168396	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001662/BGC0001662.1.region001.gbk
BGC0001668	BGC0001668.1.region001.gbk	NRPS-like	1	True	7544	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001668/BGC0001668.1.region001.gbk
BGC0001671	BGC0001671.1.region001.gbk	hserlactone	1	True	15703	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001671/BGC0001671.1.region001.gbk
BGC0001671	BGC0001671.1.region002.gbk	NRPS	1	False	48589	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001671/BGC0001671.1.region002.gbk
BGC0001670	BGC0001670.1.region001.gbk	T1PKS	1	True	88860	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001670/BGC0001670.1.region001.gbk
BGC0001669	BGC0001669.1.region001.gbk	lanthipeptide-class-ii,lipolanthine,furan	3	True	39074	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001669/BGC0001669.1.region001.gbk
BGC0001667	BGC0001667.1.region001.gbk	T1PKS,NRPS,NRPS-like	3	True	55137	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001667/BGC0001667.1.region001.gbk
BGC0001673	BGC0001673.1.region001.gbk	lassopeptide	1	True	2915	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001673/BGC0001673.1.region001.gbk
BGC0001677	BGC0001677.1.region001.gbk	T1PKS	1	True	23325	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001677/BGC0001677.1.region001.gbk
BGC0001675	BGC0001675.1.region001.gbk	T2PKS	1	True	57064	52	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001675/BGC0001675.1.region001.gbk
BGC0001672	BGC0001672.1.region001.gbk	NRPS	1	True	42628	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001672/BGC0001672.1.region001.gbk
BGC0001674	BGC0001674.1.region001.gbk	lassopeptide	1	True	11913	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001674/BGC0001674.1.region001.gbk
BGC0001679	BGC0001679.1.region001.gbk	NRPS	1	True	12482	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001679/BGC0001679.1.region001.gbk
BGC0001686	BGC0001686.1.region001.gbk	NRPS	1	True	15938	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001686/BGC0001686.1.region001.gbk
BGC0001687	BGC0001687.1.region001.gbk	acyl_amino_acids	1	True	40970	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001687/BGC0001687.1.region001.gbk
BGC0001694	BGC0001694.1.region001.gbk	T1PKS	1	True	66557	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001694/BGC0001694.1.region001.gbk
BGC0001688	BGC0001688.1.region001.gbk	acyl_amino_acids	1	True	30244	30	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001688/BGC0001688.1.region001.gbk
BGC0001693	BGC0001693.1.region001.gbk	T2PKS	1	True	43302	39	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001693/BGC0001693.1.region001.gbk
BGC0001692	BGC0001692.1.region001.gbk	NRPS	1	True	32914	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001692/BGC0001692.1.region001.gbk
BGC0001690	BGC0001690.1.region001.gbk	T1PKS,NRPS-like	2	True	91778	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001690/BGC0001690.1.region001.gbk
BGC0001698	BGC0001698.1.region001.gbk	NRPS	1	True	14218	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001698/BGC0001698.1.region001.gbk
BGC0001696	BGC0001696.1.region001.gbk	thioamitides,lanthipeptide-class-v	2	True	9985	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001696/BGC0001696.1.region001.gbk
BGC0001697	BGC0001697.1.region001.gbk	T1PKS	1	True	27293	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001697/BGC0001697.1.region001.gbk
BGC0001695	BGC0001695.1.region001.gbk	NRPS,T1PKS	2	True	41200	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001695/BGC0001695.1.region001.gbk
BGC0001699	BGC0001699.1.region001.gbk	NRPS	1	True	30427	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001699/BGC0001699.1.region001.gbk
BGC0001704	BGC0001704.1.region001.gbk	T1PKS,NRPS,NRPS-like	3	True	37663	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001704/BGC0001704.1.region001.gbk
BGC0001701	BGC0001701.1.region001.gbk	lanthipeptide-class-i	1	True	16220	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001701/BGC0001701.1.region001.gbk
BGC0001700	BGC0001700.1.region001.gbk	T1PKS	1	True	132350	31	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001700/BGC0001700.1.region001.gbk
BGC0001703	BGC0001703.1.region001.gbk	NRPS-like,T1PKS,NRPS	3	True	41570	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001703/BGC0001703.1.region001.gbk
BGC0001702	BGC0001702.1.region001.gbk	T1PKS,NRPS	2	True	68204	27	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001702/BGC0001702.1.region001.gbk
BGC0001706	BGC0001706.1.region001.gbk	terpene,indole	2	True	23497	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001706/BGC0001706.1.region001.gbk
BGC0001708	BGC0001708.1.region001.gbk	T1PKS	1	True	27131	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001708/BGC0001708.1.region001.gbk
BGC0001705	BGC0001705.1.region001.gbk	T1PKS,NRPS,NRPS-like	3	True	48240	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001705/BGC0001705.1.region001.gbk
BGC0001707	BGC0001707.1.region001.gbk	thiopeptide	1	True	27246	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001707/BGC0001707.1.region001.gbk
BGC0001709	BGC0001709.1.region001.gbk	T1PKS	1	True	119206	19	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001709/BGC0001709.1.region001.gbk
BGC0001715	BGC0001715.1.region001.gbk	NRPS	1	True	50126	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001715/BGC0001715.1.region001.gbk
BGC0001713	BGC0001713.1.region001.gbk	siderophore	1	True	11163	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001713/BGC0001713.1.region001.gbk
BGC0001710	BGC0001710.1.region001.gbk	NRPS,hserlactone	2	True	19561	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001710/BGC0001710.1.region001.gbk
BGC0001711	BGC0001711.1.region001.gbk	NRPS,T1PKS,NRPS-like	3	True	55238	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001711/BGC0001711.1.region001.gbk
BGC0001712	BGC0001712.1.region001.gbk	NRPS-like,indole	2	True	38036	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001712/BGC0001712.1.region001.gbk
BGC0001717	BGC0001717.1.region001.gbk	indole,NRPS	2	True	19662	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001717/BGC0001717.1.region001.gbk
BGC0001718	BGC0001718.1.region001.gbk	indole,NRPS	2	True	15216	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001718/BGC0001718.1.region001.gbk
BGC0001720	BGC0001720.1.region001.gbk	T1PKS	1	True	43622	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001720/BGC0001720.1.region001.gbk
BGC0001716	BGC0001716.1.region001.gbk	NRPS	1	True	43441	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001716/BGC0001716.1.region001.gbk
BGC0001719	BGC0001719.1.region001.gbk	T2PKS,PKS-like	2	True	38659	34	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001719/BGC0001719.1.region001.gbk
BGC0001721	BGC0001721.1.region001.gbk	NRPS	1	True	30395	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001721/BGC0001721.1.region001.gbk
BGC0001723	BGC0001723.1.region001.gbk	T2PKS	1	True	10733	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001723/BGC0001723.1.region001.gbk
BGC0001722	BGC0001722.1.region001.gbk	T1PKS	1	True	18583	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001722/BGC0001722.1.region001.gbk
BGC0001724	BGC0001724.1.region001.gbk	NRPS,T1PKS	2	False	52577	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001724/BGC0001724.1.region001.gbk
BGC0001729	BGC0001729.1.region001.gbk	T1PKS	1	True	37890	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001729/BGC0001729.1.region001.gbk
BGC0001728	BGC0001728.1.region001.gbk	transAT-PKS,NRPS-like,NRPS	3	True	66638	26	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001728/BGC0001728.1.region001.gbk
BGC0001730	BGC0001730.1.region001.gbk	T2PKS	1	True	40401	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001730/BGC0001730.1.region001.gbk
BGC0001727	BGC0001727.1.region001.gbk	lanthipeptide-class-i	1	True	13202	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001727/BGC0001727.1.region001.gbk
BGC0001726	BGC0001726.1.region001.gbk	NRPS,T1PKS	2	True	31637	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001726/BGC0001726.1.region001.gbk
BGC0001735	BGC0001735.1.region001.gbk	linaridin	1	False	20636	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001735/BGC0001735.1.region001.gbk
BGC0001733	BGC0001733.1.region001.gbk	spliceotide	1	True	8070	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001733/BGC0001733.1.region001.gbk
